queueRank,status,submitted,company,role,fitTier,companyType,jobDomain,domainResume,location,applicationUrl,folder,resumePath,trackerNote
348,ready,,MJH Life Sciences®,Associate Product Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"United States, US",https://jobright.ai/jobs/info/6a17433a5b0a497d5210a590?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0348__MJH_Life_Sciences__Associate_Product_Engineer,ng_applications/0348__MJH_Life_Sciences__Associate_Product_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
349,ready,,NAVEX,Junior Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Lake Oswego, OR, USA",https://jobright.ai/jobs/info/6a1d9894c2a87d6cd3e0c4ba?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0349__NAVEX__Junior_Software_Engineer,ng_applications/0349__NAVEX__Junior_Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
350,ready,,Noctua Technology,Associate Software Engineer,medium,Startup / venture-backed company,Backend / full-stack software,backend,United States,https://jobright.ai/jobs/info/6a208b783a5f0145f4c15500?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0350__Noctua_Technology__Associate_Software_Engineer,ng_applications/0350__Noctua_Technology__Associate_Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
351,ready,,Nyla Technology Solutions,Junior Software Engineer / Test Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Newport News, VA",https://jobright.ai/jobs/info/6a1f7e60804915678116a8b6?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0351__Nyla_Technology_Solutions__Junior_Software_Engineer_Test_Engineer,ng_applications/0351__Nyla_Technology_Solutions__Junior_Software_Engineer_Test_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
352,not_fit,,PingWind,BI Dashboard Software Engineer 1,medium,待标注 / needs manual company-type tag,Data / analytics / BI,data,"Alexandria, VA",https://jobs.lever.co/pingwind/c75277f4-3030-4c48-a155-fc45726a52ee/apply?utm_source=Simplify&ref=Simplify,ng_applications/0352__PingWind__BI_Dashboard_Software_Engineer_1,ng_applications/0352__PingWind__BI_Dashboard_Software_Engineer_1/Yuanbo_Pang_Resume.pdf,Duplicate PingWind BI/Dashboard Software Engineer I link asks for active clearance/clearance level under Cleared Apps; user does not have clearance. Screened out before applying.
353,not_fit,,PingWind,BI/Dashboard Software Engineer I,medium,待标注 / needs manual company-type tag,Data / analytics / BI,data,"Alexandria, VA",https://jobs.lever.co/pingwind/c75277f4-3030-4c48-a155-fc45726a52ee/apply,ng_applications/0353__PingWind__BIDashboard_Software_Engineer_I,ng_applications/0353__PingWind__BIDashboard_Software_Engineer_I/Yuanbo_Pang_Resume.pdf,PingWind BI/Dashboard Software Engineer I application asks for active clearance/clearance level under Cleared Apps; user does not have clearance. Screened out before applying.
354,ready,,PNC,Software Engineer Associate - ATM Hardware & Software Tester,medium,待标注 / needs manual company-type tag,Embedded / firmware / robotics / hardware-adjacent,embedded,PA Pittsburgh,https://pnc.wd5.myworkdayjobs.com/en-US/external/job/PA---Pittsburgh-15219/Software-Engineer-Associate--ATM-Hardware---Software-Tester-_R219703-1,ng_applications/0354__PNC__Software_Engineer_Associate_-_ATM_Hardware_Software_Tester,ng_applications/0354__PNC__Software_Engineer_Associate_-_ATM_Hardware_Software_Tester/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
355,not_fit,,Protolabs,Associate Software Engineer - Web & Visualization,medium,待标注 / needs manual company-type tag,Frontend / web / UI,frontend,"Brooklyn Park, MN",https://jobs.lever.co/protolabs/76d12509-aae6-405e-939a-b0a11cfb804d/apply,ng_applications/0355__Protolabs__Associate_Software_Engineer_-_Web_Visualization,ng_applications/0355__Protolabs__Associate_Software_Engineer_-_Web_Visualization/Yuanbo_Pang_Resume.pdf,Protolabs role is ITAR-restricted and states F-1/OPT temporary visa holders are not eligible for hire. Screened out before applying.
356,ready,,QTS Data Centers,Cloud Engineer I - OSC - 3rd Shift,medium,待标注 / needs manual company-type tag,Infrastructure / platform / SRE / DevOps,infra,"Suwanee, GA",https://qtsdatacenters.wd5.myworkdayjobs.com/en-US/qts/job/Suwanee-GA/Cloud-Engineer-I---OSC---3rd-Shift_R2026-1182,ng_applications/0356__QTS_Data_Centers__Cloud_Engineer_I_-_OSC_-_3rd_Shift,ng_applications/0356__QTS_Data_Centers__Cloud_Engineer_I_-_OSC_-_3rd_Shift/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
357,not_fit,,Radiance Technologies,Junior AI Software Engineer,medium,待标注 / needs manual company-type tag,AI/ML / applied AI,ai_ml,"Stennis Space Center, MS",https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Stennis-Space-Center-MS/Junior-AI-Software-Engineer_HR102172,ng_applications/0357__Radiance_Technologies__Junior_AI_Software_Engineer,ng_applications/0357__Radiance_Technologies__Junior_AI_Software_Engineer/Yuanbo_Pang_Resume.pdf,Not fit/rechecked 2026-06-07: current Radiance posting/search results show NAVOCEANO/Stennis work requiring ability to obtain and maintain Secret Security Clearance.
358,ready,,Ring Power,Data Engineer I - ONSITE - ST. AUGUSTINE - FL,medium,待标注 / needs manual company-type tag,Data / analytics / BI,data,US FL St Augustine,https://careers-ringpower.icims.com/jobs/14691/data-engineer-i---onsite---st.-augustine%2c-fl/job,ng_applications/0358__Ring_Power__Data_Engineer_I_-_ONSITE_-_ST._AUGUSTINE_-_FL,ng_applications/0358__Ring_Power__Data_Engineer_I_-_ONSITE_-_ST._AUGUSTINE_-_FL/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
359,ready,,SEL,Associate Software Engineer,medium,待标注 / needs manual company-type tag,Backend / full-stack software,backend,Washington Pullman,https://selinc.wd1.myworkdayjobs.com/en-US/sel/job/Washington---Pullman/Associate-Software-Engineer_2026-21012-1,ng_applications/0359__SEL__Associate_Software_Engineer,ng_applications/0359__SEL__Associate_Software_Engineer/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
360,ready,,Smith+Nephew,Embedded Software Engineer I,medium,待标注 / needs manual company-type tag,Embedded / firmware / robotics / hardware-adjacent,embedded,"Andover, MA",https://smithnephew.wd5.myworkdayjobs.com/en-US/external/job/Andover-MA/Embedded-Software-Engineer-I_R90678,ng_applications/0360__SmithNephew__Embedded_Software_Engineer_I,ng_applications/0360__SmithNephew__Embedded_Software_Engineer_I/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
361,ready,,Starkey Hearing,Software Tester I,medium,待标注 / needs manual company-type tag,QA / test / validation,qa,"Eden Prairie, MN",https://jobright.ai/jobs/info/6a05e72aa88ea73abf7f4cf8?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0361__Starkey_Hearing__Software_Tester_I,ng_applications/0361__Starkey_Hearing__Software_Tester_I/Yuanbo_Pang_Resume.pdf,Browser shows live job detail/apply signal
362,not_fit,,Steampunk,Junior Full Stack Developer,medium,待标注 / needs manual company-type tag,Backend / full-stack software,backend,US VA McLean,https://careers-steampunk.icims.com/jobs/7764/junior-full-stack-developer/job,ng_applications/0362__Steampunk__Junior_Full_Stack_Developer,ng_applications/0362__Steampunk__Junior_Full_Stack_Developer/Yuanbo_Pang_Resume.pdf,Not fit/rechecked 2026-06-07: current Steampunk listing/search results show federal contracting role requiring ability to obtain U.S. government security clearance/Public Trust.
363,ready,,Stewart,Software Engineer 1,medium,待标注 / needs manual company-type tag,Backend / full-stack software,backend,"Plymouth, MI",https://stewart.wd1.myworkdayjobs.com/External/job/USA-MI-Plymouth---40600-Ann-Arbor-Rd/Software-Engineer-I_JR107742?utm_source=Simplify&ref=Simplify,ng_applications/0363__Stewart__Software_Engineer_1,ng_applications/0363__Stewart__Software_Engineer_1/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
364,ready,,Stewart,Software Engineer I,medium,待标注 / needs manual company-type tag,Backend / full-stack software,backend,USA MI Plymouth Ann Arbor Rd,https://stewart.wd1.myworkdayjobs.com/en-US/external/job/USA-MI-Plymouth---40600-Ann-Arbor-Rd/Software-Engineer-I_JR107742,ng_applications/0364__Stewart__Software_Engineer_I,ng_applications/0364__Stewart__Software_Engineer_I/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
365,ready,,SWBC,Junior Data Engineer,medium,待标注 / needs manual company-type tag,Data / analytics / BI,data,"San Antonio, TX",https://swbc.wd1.myworkdayjobs.com/en-US/swbccareers/job/San-Antonio-TX/Data-Engineer_R0014827,ng_applications/0365__SWBC__Junior_Data_Engineer,ng_applications/0365__SWBC__Junior_Data_Engineer/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
366,ready,,Swift,Associate Software Developer C++/Java,medium,待标注 / needs manual company-type tag,Backend / full-stack software,backend,"Manassas, United States",https://swift.wd3.myworkdayjobs.com/en-US/join-swift/job/Manassas-United-States/Associate-Software-Developer-C---Java_2026-16010-1,ng_applications/0366__Swift__Associate_Software_Developer_CJava,ng_applications/0366__Swift__Associate_Software_Developer_CJava/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
367,ready,,Swivel,Junior Software Engineer,medium,待标注 / needs manual company-type tag,Backend / full-stack software,backend,"San Antonio, TX",https://swbc.wd1.myworkdayjobs.com/en-US/ssmc1/job/San-Antonio-TX/Junior-Software-Engineer_R0014619-1,ng_applications/0367__Swivel__Junior_Software_Engineer,ng_applications/0367__Swivel__Junior_Software_Engineer/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
368,not_fit,,The Toro Company,Software Developer I,medium,待标注 / needs manual company-type tag,Backend / full-stack software,backend,"Pune, IN",https://ttc.wd1.myworkdayjobs.com/en-US/toro_external_careers/job/Pune-IN/Software-Developer--I_JR15377,ng_applications/0368__The_Toro_Company__Software_Developer_I,ng_applications/0368__The_Toro_Company__Software_Developer_I/Yuanbo_Pang_Resume.pdf,"Not fit/rechecked 2026-06-07: role location is Pune, India; current strategy is U.S. roles compatible with OPT/no employer sponsorship."
369,ready,,U.S. Bank,Mainframe Software Engineering Apprentice,medium,待标注 / needs manual company-type tag,Infrastructure / platform / SRE / DevOps,infra,"Brookfield, WI",https://usbank.wd1.myworkdayjobs.com/en-US/us_bank_careers/job/Brookfield-WI/Mainframe-Software-Engineering-Apprentice_2026-0014192,ng_applications/0369__U.S._Bank__Mainframe_Software_Engineering_Apprentice,ng_applications/0369__U.S._Bank__Mainframe_Software_Engineering_Apprentice/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
370,ready,,U.S. Bank,Software Engineer 1 - Mobile,medium,待标注 / needs manual company-type tag,Mobile,mobile,"Atlanta, GA",https://usbank.wd1.myworkdayjobs.com/en-US/us_bank_careers/job/Atlanta-GA/Software-Engineer-1---Mobile_2026-0014258,ng_applications/0370__U.S._Bank__Software_Engineer_1_-_Mobile,ng_applications/0370__U.S._Bank__Software_Engineer_1_-_Mobile/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
371,ready,,U.S. Bank,Software Engineer 1 - React + API + Cloud Migration,medium,待标注 / needs manual company-type tag,Infrastructure / platform / SRE / DevOps,infra,"Irving, TX",https://usbank.wd1.myworkdayjobs.com/en-US/us_bank_careers/job/Irving-TX/Software-Engineer-1--React---API---Cloud-Migration-_2026-0013799,ng_applications/0371__U.S._Bank__Software_Engineer_1_-_React_API_Cloud_Migration,ng_applications/0371__U.S._Bank__Software_Engineer_1_-_React_API_Cloud_Migration/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
372,ready,,University of Arkansas,Cosmos - Data Engineer 1,medium,待标注 / needs manual company-type tag,Data / analytics / BI,data,"Little Rock, AR",https://uasys.wd5.myworkdayjobs.com/uasys/job/Little-Rock/COSMOS---Data-Engineer-I_R0070783?utm_source=Simplify&ref=Simplify,ng_applications/0372__University_of_Arkansas__Cosmos_-_Data_Engineer_1,ng_applications/0372__University_of_Arkansas__Cosmos_-_Data_Engineer_1/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
373,ready,,UPS,Associate Software Quality Engineer,medium,待标注 / needs manual company-type tag,QA / test / validation,qa,IN TDC IN,https://hcmportal.wd5.myworkdayjobs.com/en-US/search/job/IN---TDC-1-IN110/Intermediate-Application-Software-Quality-Engineer_R25030098,ng_applications/0373__UPS__Associate_Software_Quality_Engineer,ng_applications/0373__UPS__Associate_Software_Quality_Engineer/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
374,ready,,Wolters Kluwer,Associate Product Software Engineer - Systems Engineer in Test,medium,待标注 / needs manual company-type tag,Infrastructure / platform / SRE / DevOps,infra,"USA Kennesaw, GA",https://wk.wd3.myworkdayjobs.com/en-US/external/job/USA---Kennesaw-GA/Associate-Product-Software-Engineer---Systems-Engineer-in-Test_R0057034,ng_applications/0374__Wolters_Kluwer__Associate_Product_Software_Engineer_-_Systems_Engineer_in_,ng_applications/0374__Wolters_Kluwer__Associate_Product_Software_Engineer_-_Systems_Engineer_in_/Yuanbo_Pang_Resume.pdf,curl page is live and shows apply signal
375,not_fit,,Wyetech,Software Engineer 0,medium,待标注 / needs manual company-type tag,Backend / full-stack software,backend,"Annapolis Junction, MD",https://jobs.lever.co/wyetechllc/37094832-f2d0-46ce-968d-9c2369068034/apply?utm_source=Simplify&ref=Simplify,ng_applications/0375__Wyetech__Software_Engineer_0,ng_applications/0375__Wyetech__Software_Engineer_0/Yuanbo_Pang_Resume.pdf,Wyetech software role in Annapolis Junction appears cleared/defense contractor context; likely clearance-sensitive. Screened out before applying.
376,not_fit,,Wyetech,Software Engineer 1,medium,待标注 / needs manual company-type tag,Backend / full-stack software,backend,"Annapolis Junction, MD",https://jobs.lever.co/wyetechllc/e9ee766a-35f4-44a0-80b3-122a74ea677d/apply?utm_source=Simplify&ref=Simplify,ng_applications/0376__Wyetech__Software_Engineer_1,ng_applications/0376__Wyetech__Software_Engineer_1/Yuanbo_Pang_Resume.pdf,Wyetech software role in Annapolis Junction appears cleared/defense contractor context; likely clearance-sensitive. Screened out before applying.
377,not_fit,,Wyetech,Software Engineer 1,medium,待标注 / needs manual company-type tag,Backend / full-stack software,backend,"Halethorpe, MD",https://jobs.lever.co/wyetechllc/63a3c4e8-35a8-45b7-8e93-b5bef6894fa7/apply?utm_source=Simplify&ref=Simplify,ng_applications/0377__Wyetech__Software_Engineer_1,ng_applications/0377__Wyetech__Software_Engineer_1/Yuanbo_Pang_Resume.pdf,Wyetech software role in Halethorpe appears cleared/defense contractor context; likely clearance-sensitive. Screened out before applying.
378,not_fit,,Wyetech,Software Engineer 1,medium,待标注 / needs manual company-type tag,Backend / full-stack software,backend,"Annapolis Junction, Maryland",https://jobs.lever.co/wyetechllc/e6c2b50a-6039-4a70-a532-519e6ef0b2e8/apply,ng_applications/0378__Wyetech__Software_Engineer_1,ng_applications/0378__Wyetech__Software_Engineer_1/Yuanbo_Pang_Resume.pdf,Wyetech software role in Annapolis Junction appears cleared/defense contractor context; likely clearance-sensitive. Screened out before applying.
379,not_fit,,Wyetech,Software Engineer 1 - API,medium,待标注 / needs manual company-type tag,Backend / full-stack software,backend,"Linthicum Heights, Maryland",https://jobs.lever.co/wyetechllc/9e0faa12-3b6a-4186-aa91-87b9a90e9de8/apply,ng_applications/0379__Wyetech__Software_Engineer_1_-_API,ng_applications/0379__Wyetech__Software_Engineer_1_-_API/Yuanbo_Pang_Resume.pdf,Wyetech API software role in Linthicum Heights appears cleared/defense contractor context; likely clearance-sensitive. Screened out before applying.
